merchant_id,usuario,ciudad,tipo_negocio,cantidad_dinero_usd,latitud,longitud,meses_en_deuna,num_quejas,nivel_deuna,tiene_tarjeta,tipo_tarjeta,miembro_activo,edad,txn_count_last30,txn_count_last90,total_volume_last30,total_volume_last90,avg_ticket_last30,avg_ticket_last90,days_since_last_txn,active_days_last30,volume_trend,frequency_trend,consecutive_inactive_days,months_below_avg,peak_to_current_ratio,ief,segmento_riesgo,pct_jovenes_sector,edad_mediana_sector,densidad_poblacional,potencial_digital_sector,txn_vs_potencial_sector,cac,costo_mantenimiento_mensual,revenue_mensual,meses_recuperar_cac,ltv_estimado,roi_retencion,churned_next30
MER0355,Ramón Ortiz,Quito,Supermercado / Abarrotes,2034.73,-0.21867,-78.502765,17,0,Silver,1,Visa,0,52,17,87,2502.57,5692.41,147.21,65.43,5,14,-15.89,-9.06,7,1,0.71,0.3411,Bajo,0.444,30,Alta,0.833,0.583,85.27,15.23,30.03,2.8,210.21,1.929,0
MER0356,Andrés Díaz,Santo Domingo,Retail / Tienda,4677.05,-0.281137,-79.19276,26,0,Gold,1,Mastercard,0,42,66,249,4469.52,13737.33,67.72,55.17,4,18,-40.2,-8.71,2,1,0.93,0.2307,Bajo,0.497,32,Media,0.746,1.106,328.91,47.33,53.63,6.1,53.63,-0.269,1
MER0357,Daniela Romero,Machala,Retail / Tienda,635.26,-3.219019,-80.001293,3,0,Bronce,1,Visa,0,35,13,28,523.64,1679.72,40.28,59.99,10,20,-5.27,-20.85,5,1,0.67,0.3203,Bajo,0.214,31,Media,0.407,2.662,105.69,1.77,6.28,16.8,131.88,1.198,1
MER0358,Ramón Martínez,Quito,Supermercado / Abarrotes,4706.96,-0.19847,-78.498312,9,1,Silver,1,Mastercard,1,26,30,105,5073.3,14852.25,169.11,141.45,0,29,8.07,2.08,0,0,0.88,0.1173,Bajo,0.466,34,Baja,0.619,1.385,131.62,30.93,60.88,2.2,913.2,6.233,0
MER0359,Silvia Díaz,Guayaquil,Salud / Farmacia,5836.33,-2.1482,-79.90423,13,1,Silver,0,Ninguna,0,40,23,90,5775.07,17240.4,251.09,191.56,5,13,-45.4,-21.25,3,6,0.55,0.7459,Medio,0.355,38,Alta,0.726,0.905,145.63,19.44,69.3,2.1,762.3,4.834,1
MER0360,Felipe Ortiz,Quito,Salud / Farmacia,5403.14,-0.192958,-78.532518,19,1,Silver,1,Diners Club,1,48,45,107,5547.6,19665.53,123.28,183.79,4,25,-11.13,14.4,2,0,0.97,0.0608,Bajo,0.43,22,Baja,0.576,2.232,103.38,16.18,66.57,1.6,332.85,2.75,0
MER0361,Jorge Vargas,Quito,Servicios Profesionales,914.07,-0.201653,-78.567318,3,2,Bronce,0,Ninguna,1,22,12,27,1126.92,2373.3,93.91,87.9,12,16,-5.33,-23.22,10,1,0.45,0.5219,Medio,0.458,36,Media,0.7,1.429,38.24,8.8,13.52,2.8,283.92,6.734,0
MER0362,José López,Santo Domingo,Transporte,3525.79,-0.298505,-79.20133,9,0,Silver,1,American Express,1,38,22,111,4397.8,14449.98,199.9,130.18,2,20,-12.77,-8.08,0,0,1.22,0.1488,Bajo,0.249,20,Baja,0.359,1.751,129.2,19.93,52.77,2.4,791.55,5.664,0
MER0363,Eduardo López,Guayaquil,Supermercado / Abarrotes,13978.12,-2.181242,-79.931164,39,0,Gold,1,Mastercard,1,47,93,230,13697.97,36659.7,147.29,159.39,6,24,15.73,-8.0,5,0,0.99,0.1086,Bajo,0.451,31,Media,0.691,1.682,359.56,55.95,164.38,2.2,164.38,-0.01,0
MER0364,Valeria Torres,Quito,Restaurante / Comida,681.98,-0.229725,-78.531495,5,4,Bronce,1,Mastercard,0,37,4,32,655.16,2244.8,163.79,70.15,5,14,-18.24,-0.88,2,3,0.59,0.3624,Medio,0.539,25,Media,0.797,0.418,41.14,6.19,7.86,5.2,149.34,3.179,1
MER0365,Andrés Guerrero,Guayaquil,Tecnología,871.27,-2.236511,-79.91261,1,3,Bronce,1,Mastercard,1,34,12,33,723.84,3002.67,60.32,90.99,3,11,-7.56,-26.11,3,1,0.63,0.2988,Bajo,0.559,22,Media,0.821,1.218,11.4,0.16,8.69,1.3,199.87,17.49,0
MER0366,Patricia Jiménez,Quito,Servicios Profesionales,5795.94,-0.242642,-78.53278,13,0,Silver,1,Visa,1,45,28,119,5689.32,18080.86,203.19,151.94,1,29,15.71,5.2,3,0,0.6,0.2151,Bajo,0.471,37,Media,0.715,1.119,129.2,9.33,68.27,1.9,750.97,5.596,1
MER0367,Marcos Vega,Guayaquil,Belleza / Estética,986.47,-2.244596,-79.879955,57,2,Bronce,1,Visa,1,38,6,36,934.74,1787.04,155.79,49.64,0,14,-36.2,24.81,0,1,0.57,0.3048,Bajo,0.623,30,Alta,1.0,0.5,55.59,2.14,11.22,5.0,11.22,0.086,0
MER0368,Ricardo Romero,Quito,Servicios Profesionales,1230.94,-0.254363,-78.543367,13,0,Bronce,1,Mastercard,0,51,12,28,1585.8,4096.12,132.15,146.29,10,17,-5.63,-27.39,9,2,0.84,0.3694,Bajo,0.234,28,Alta,0.581,1.721,27.41,9.39,19.03,1.4,209.33,6.609,0
MER0369,Diego Aguirre,Esmeraldas,Transporte,1066.37,0.991869,-79.617849,26,0,Bronce,1,Mastercard,0,36,6,19,1161.24,3400.81,193.54,178.99,8,13,-29.15,-25.4,3,2,0.47,0.3981,Bajo,0.266,32,Baja,0.379,1.319,60.82,6.22,13.93,4.4,13.93,-0.078,0
MER0370,Mónica Ramírez,Guayaquil,Construcción / Ferretería,399.38,-2.236495,-79.892934,5,0,Bronce,1,Diners Club,1,26,7,32,418.11,1877.76,59.73,58.68,12,22,-8.9,-9.32,10,2,0.92,0.1932,Bajo,0.375,29,Media,0.6,0.972,106.55,11.12,5.02,21.2,95.38,0.582,0
MER0371,Luis Flores,Cuenca,Salud / Farmacia,793.7,-2.850913,-79.050438,2,3,Bronce,1,American Express,1,29,2,35,880.52,3031.0,440.26,86.6,6,16,-15.24,-25.54,6,2,0.65,0.4379,Bajo,0.433,30,Alta,0.82,0.203,52.54,7.37,10.57,5.0,232.54,4.005,0
MER0372,Daniela Vega,Guayaquil,Restaurante / Comida,2812.37,-2.165673,-79.870887,8,1,Silver,1,Visa,1,33,30,123,4112.7,11145.03,137.09,90.61,6,13,-6.87,-36.26,1,1,0.7,0.2981,Bajo,0.391,35,Baja,0.529,1.62,146.16,19.17,49.35,3.0,789.6,5.009,1
MER0373,Daniela García,Cuenca,Transporte,1323.3,-2.892705,-79.006721,4,0,Bronce,1,Mastercard,1,42,11,28,1336.28,3936.8,121.48,140.6,6,21,-19.23,-14.63,1,1,0.74,0.2989,Bajo,0.47,34,Baja,0.624,1.469,13.5,3.47,16.04,0.8,320.8,22.992,0
MER0374,Marcos Ramírez,Ambato,Construcción / Ferretería,4445.73,-1.268024,-78.566785,19,0,Silver,1,Mastercard,1,51,35,119,3879.05,10903.97,110.83,91.63,4,21,-18.24,10.52,3,0,1.25,0.0623,Bajo,0.405,25,Media,0.636,1.572,122.26,21.68,46.55,2.6,232.75,1.372,0
MER0375,Valeria Vargas,Cuenca,Supermercado / Abarrotes,11933.46,-2.875961,-79.023064,43,0,Gold,1,Visa,1,46,83,251,9472.79,36638.47,114.13,145.97,4,12,21.91,11.45,5,0,1.06,0.0242,Bajo,0.39,32,Baja,0.528,1.965,304.88,55.95,113.67,2.7,113.67,-0.178,0
MER0376,Santiago Vega,Quito,Restaurante / Comida,1134.2,-0.198688,-78.5131,3,0,Bronce,1,Mastercard,0,35,3,26,1037.91,3490.76,345.97,134.26,49,13,-91.19,-39.81,31,3,0.33,0.6421,Alto - Declive Financiero,0.389,37,Media,0.617,0.405,59.39,10.7,12.45,4.8,261.45,3.862,1
MER0377,Roberto Aguirre,Ibarra,Retail / Tienda,2818.17,0.398425,-78.128293,16,0,Silver,1,Mastercard,1,40,37,106,2281.79,8519.22,61.67,80.37,0,21,-20.87,-3.02,0,0,0.77,0.1918,Bajo,0.337,28,Media,0.554,1.908,131.97,18.95,27.38,4.8,219.04,1.229,0
MER0378,Carolina Guerrero,Riobamba,Supermercado / Abarrotes,1985.69,-1.622873,-78.619555,24,1,Silver,1,Mastercard,1,38,44,111,1507.0,7789.98,34.25,70.18,3,19,-29.52,-13.36,2,0,1.1,0.101,Bajo,0.387,39,Media,0.614,2.047,115.76,15.72,18.08,6.4,18.08,-0.251,0
MER0379,Roberto González,Quito,Construcción / Ferretería,4564.28,-0.254077,-78.52389,12,0,Silver,1,American Express,1,43,30,116,3750.6,12447.96,125.02,107.31,2,16,-4.77,-31.45,2,0,0.75,0.2524,Bajo,0.416,18,Alta,0.799,1.073,98.92,15.14,45.01,2.2,540.12,5.001,0
MER0380,Gabriela Ramos,Manta,Restaurante / Comida,511.6,-0.944999,-80.716393,36,1,Bronce,1,Visa,1,42,3,35,545.67,1279.95,181.89,36.57,3,23,-10.43,-31.59,1,2,0.96,0.293,Bajo,0.402,32,Baja,0.542,0.461,7.66,7.47,6.55,1.2,6.55,-2.07,0
MER0381,Pedro López,Quito,Retail / Tienda,4283.1,-0.19054,-78.483132,18,1,Silver,0,Ninguna,1,51,24,99,3877.44,10373.22,161.56,104.78,6,9,-4.87,-20.85,3,1,0.9,0.2245,Bajo,0.303,30,Alta,0.664,1.033,96.86,30.27,46.53,2.1,279.18,1.945,0
MER0382,Gabriela Molina,Machala,Restaurante / Comida,4387.13,-3.294424,-79.924105,15,2,Silver,1,Diners Club,1,42,36,91,4584.24,12184.9,127.34,133.9,5,16,-12.46,-5.83,5,0,0.6,0.2183,Bajo,0.507,31,Alta,0.908,1.133,128.74,33.09,55.01,2.3,495.09,3.075,0
MER0383,José Castro,Cuenca,Belleza / Estética,2361.63,-2.928573,-78.98403,11,1,Silver,1,Visa,1,39,32,112,2379.2,8646.4,74.35,77.2,6,21,-20.91,-8.62,4,0,1.07,0.1782,Bajo,0.307,44,Alta,0.668,1.369,101.26,20.74,28.55,3.5,371.15,3.051,0
MER0384,Pedro Alvarado,Portoviejo,Construcción / Ferretería,2343.9,-1.025156,-80.478452,10,3,Silver,1,Mastercard,1,46,25,109,1629.25,9836.16,65.17,90.24,0,24,-3.35,-1.38,0,1,0.84,0.2262,Bajo,0.356,29,Media,0.577,1.238,92.97,16.37,19.55,4.8,273.7,2.416,0
MER0385,Valeria Mora,Cuenca,Tecnología,617.8,-2.933118,-78.975859,2,1,Bronce,1,Diners Club,1,64,11,42,755.37,3289.44,68.67,78.32,5,21,10.27,-14.49,2,2,0.67,0.3462,Bajo,0.492,34,Media,0.74,1.239,9.2,11.95,9.06,1.0,199.32,17.768,0
MER0386,Beatriz Flores,Santo Domingo,Tecnología,9301.95,-0.207102,-79.155157,50,0,Gold,1,Visa,1,39,66,246,7955.64,24385.98,120.54,99.13,1,15,-14.98,-30.22,0,0,0.91,0.1627,Bajo,0.412,40,Media,0.644,1.281,294.81,48.68,95.47,3.1,95.47,-0.172,0
MER0387,José Molina,Quito,Supermercado / Abarrotes,10926.76,-0.227114,-78.52285,25,0,Gold,1,Mastercard,1,54,91,233,10360.35,36527.41,113.85,156.77,4,30,1.06,16.4,1,0,1.05,0.1053,Bajo,0.515,36,Media,0.768,1.481,372.22,52.72,124.32,3.0,124.32,-0.091,0
MER0388,Sebastián Romero,Manta,Retail / Tienda,993.72,-0.922357,-80.751005,10,1,Bronce,1,Mastercard,1,24,10,38,867.2,4050.04,86.72,106.58,6,12,-40.54,-4.01,5,1,0.71,0.3094,Bajo,0.229,24,Alta,0.575,1.449,26.01,13.28,10.41,2.5,145.74,4.072,0
MER0389,Valeria Herrera,Cuenca,Construcción / Ferretería,5954.73,-2.887709,-79.032682,8,0,Silver,1,Diners Club,1,41,32,103,6082.88,18813.98,190.09,182.66,0,16,-15.27,9.98,0,1,0.94,0.148,Bajo,0.559,30,Alta,0.971,0.942,145.98,20.02,72.99,2.0,1167.84,7.589,0
MER0390,Eduardo Castro,Portoviejo,Educación,539.36,-1.049608,-80.477136,21,1,Bronce,0,Ninguna,1,33,9,24,702.27,2233.44,78.03,93.06,1,13,-27.43,-20.82,1,1,0.59,0.3883,Bajo,0.265,37,Baja,0.378,1.984,35.52,3.1,8.43,4.2,25.29,0.45,0
MER0391,José Vega,Babahoyo,Belleza / Estética,4499.04,-1.827083,-79.511875,9,1,Silver,0,Ninguna,1,30,33,92,4988.94,16277.56,151.18,176.93,1,20,-32.99,-2.59,1,1,0.88,0.1583,Bajo,0.362,29,Alta,0.734,1.285,102.1,20.3,59.87,1.7,898.05,8.199,0
MER0392,Cristian Martínez,Guayaquil,Tecnología,665.28,-2.192697,-79.873371,35,0,Bronce,1,American Express,1,46,5,34,737.1,1927.12,147.42,56.68,3,14,-36.6,-3.8,2,1,0.93,0.1339,Bajo,0.316,31,Alta,0.679,0.614,32.64,5.3,8.85,3.7,8.85,-0.216,0
MER0393,Verónica Jiménez,Ambato,Restaurante / Comida,1396.89,-1.292358,-78.620228,1,0,Bronce,1,Mastercard,1,24,15,29,1058.55,4378.71,70.57,150.99,1,25,2.88,11.98,3,1,0.49,0.2827,Bajo,0.206,29,Baja,0.307,4.072,118.17,3.98,12.7,9.3,292.1,2.371,0
MER0394,Paola Pérez,Santo Domingo,Salud / Farmacia,2492.34,-0.296526,-79.160944,16,2,Silver,1,Visa,1,28,32,126,2969.6,7655.76,92.8,60.76,3,20,11.24,-8.98,1,3,0.71,0.4253,Bajo,0.41,18,Media,0.642,1.424,124.32,20.09,35.64,3.5,285.12,1.809,0
MER0395,Felipe Rodríguez,Guayaquil,Retail / Tienda,3473.15,-2.174806,-79.856941,11,1,Silver,1,Visa,0,49,20,99,2959.0,10889.01,147.95,109.99,4,18,-19.03,6.44,0,0,0.75,0.1754,Bajo,0.356,27,Media,0.577,0.99,111.86,14.23,35.51,3.2,461.63,3.745,0
MER0396,Mónica Castro,Loja,Servicios Profesionales,1025.94,-3.987199,-79.217959,14,0,Bronce,0,Ninguna,1,29,6,28,941.88,2977.8,156.98,106.35,12,13,-21.54,-22.3,8,4,0.77,0.5523,Bajo,0.417,35,Media,0.65,0.769,109.45,5.07,11.3,9.7,113.0,0.893,0
MER0397,Ramón Herrera,Guayaquil,Restaurante / Comida,381.91,-2.200422,-79.934569,24,0,Bronce,1,Visa,0,37,9,44,615.87,1532.52,68.43,34.83,6,19,-11.84,29.7,2,2,0.91,0.2592,Bajo,0.563,33,Alta,0.976,0.768,23.32,15.77,7.39,3.2,7.39,-1.712,0
MER0398,Isabel Herrera,Machala,Supermercado / Abarrotes,485.41,-3.29621,-79.946282,48,1,Bronce,0,Ninguna,1,38,9,31,557.91,1412.67,61.99,45.57,5,11,-2.05,-5.23,3,1,0.92,0.186,Bajo,0.422,29,Media,0.656,1.143,49.01,2.26,6.69,7.3,6.69,-0.002,0
MER0399,Lucia Medina,Ambato,Educación,1635.02,-1.251083,-78.606803,15,0,Silver,1,Mastercard,1,37,35,101,1590.4,4260.18,45.44,42.18,5,17,-17.88,-15.23,3,0,0.9,0.2151,Bajo,0.43,24,Alta,0.816,1.225,130.24,26.12,19.08,6.8,171.72,0.717,0
MER0400,Gloria García,Machala,Transporte,709.57,-3.225226,-79.976834,2,0,Bronce,1,Diners Club,1,34,5,35,762.5,1921.85,152.5,54.91,3,16,20.23,-22.57,4,0,0.78,0.2066,Bajo,0.277,37,Alta,0.632,0.659,41.66,6.95,9.15,4.6,201.3,4.331,0
MER0401,Gloria Torres,Ambato,Belleza / Estética,919.77,-1.286791,-78.619541,3,0,Bronce,1,Mastercard,1,48,7,39,1019.13,774.93,145.59,19.87,1,9,-23.42,1.01,1,1,0.99,0.0771,Bajo,0.338,34,Baja,0.466,1.252,65.09,4.31,12.23,5.3,256.83,3.747,0
MER0402,Diego Morales,Quito,Restaurante / Comida,4057.05,-0.179844,-78.519147,16,0,Silver,1,American Express,1,60,21,99,3834.6,11955.24,182.6,120.76,6,30,4.67,16.17,3,0,0.93,0.1088,Bajo,0.395,23,Alta,0.774,0.775,165.2,20.71,46.02,3.6,368.16,1.852,0
MER0403,María Torres,Manta,Retail / Tienda,980.42,-0.982278,-80.689472,2,0,Bronce,1,Diners Club,1,39,8,44,889.76,2454.32,111.22,55.78,5,18,-29.5,5.31,1,2,0.72,0.4208,Bajo,0.444,34,Media,0.683,0.976,60.6,10.66,10.68,5.7,234.96,3.35,0
MER0404,Cristian Castro,Ibarra,Supermercado / Abarrotes,1250.96,0.366143,-78.13502,13,0,Silver,1,Visa,1,37,37,86,1481.48,4560.58,40.04,53.03,2,29,-4.57,-5.96,1,2,0.76,0.2873,Bajo,0.324,33,Media,0.539,1.961,78.02,20.91,17.78,4.4,195.58,1.703,0
MER0405,Fernando Rodríguez,Cuenca,Servicios Profesionales,1250.85,-2.9318,-79.012026,2,0,Bronce,1,Mastercard,1,36,4,37,1312.64,4343.43,328.16,117.39,4,21,0.86,-19.73,3,2,0.41,0.4685,Bajo,0.453,32,Baja,0.604,0.552,76.8,5.68,15.75,4.9,346.5,4.29,0
MER0406,Diego Martínez,Cuenca,Servicios Profesionales,14339.1,-2.923116,-78.984377,44,0,Gold,0,Ninguna,1,36,63,235,16689.96,41501.0,264.92,176.6,5,19,-13.17,2.41,2,1,0.86,0.1776,Bajo,0.309,34,Media,0.521,1.512,344.56,59.74,200.28,1.7,200.28,0.061,0
MER0407,Sebastián Paredes,Guayaquil,Restaurante / Comida,4404.28,-2.201914,-79.927973,15,2,Silver,0,Ninguna,0,30,21,96,5002.41,10556.16,238.21,109.96,10,15,-26.73,-7.64,4,0,0.38,0.3018,Bajo,0.404,40,Alta,0.785,0.764,76.6,16.18,60.03,1.3,540.27,6.419,1
MER0408,Luis Aguirre,Quito,Construcción / Ferretería,1063.9,-0.228893,-78.565779,1,0,Bronce,1,Visa,0,20,12,27,1194.48,3386.88,99.54,125.44,18,10,-40.95,-31.77,13,0,0.84,0.2291,Medio,0.526,39,Media,0.781,1.28,40.33,12.58,14.33,2.8,329.59,7.237,1
MER0409,Valeria Benítez,Quito,Supermercado / Abarrotes,2525.84,-0.247607,-78.531083,15,1,Silver,0,Ninguna,1,48,26,85,2505.1,7188.45,96.35,84.57,2,18,-8.69,-20.54,0,1,0.69,0.2949,Bajo,0.451,27,Media,0.691,1.075,96.94,27.53,30.06,3.2,270.54,1.939,0
MER0410,José Suárez,Manta,Belleza / Estética,15480.77,-0.950631,-80.713987,30,2,Gold,0,Ninguna,1,41,79,254,18282.18,49944.02,231.42,196.63,2,22,0.03,-10.91,1,2,1.18,0.2148,Bajo,0.312,36,Alta,0.674,1.465,395.81,57.85,219.39,1.8,219.39,0.116,0
MER0411,Roberto López,Guayaquil,Belleza / Estética,635.07,-2.235729,-79.864525,2,0,Bronce,1,Visa,1,29,5,34,507.75,1605.82,101.55,47.23,5,13,-26.73,-18.69,5,1,0.71,0.3871,Bajo,0.26,38,Alta,0.612,0.681,81.39,6.2,6.09,13.4,133.98,1.418,0
MER0412,Gabriela Cabrera,Machala,Retail / Tienda,120.92,-3.212841,-79.978989,1,0,Bronce,0,Ninguna,1,36,8,24,412.48,120.0,51.56,5.0,12,18,-30.53,-31.67,8,1,0.59,0.4244,Bajo,0.463,22,Alta,0.856,0.779,54.27,4.58,4.95,11.0,113.85,1.845,0
MER0413,Ana Aguirre,Manta,Tecnología,6215.57,-0.967607,-80.722517,45,0,Gold,1,Visa,1,20,80,259,5991.2,13926.43,74.89,53.77,6,11,-18.71,-4.2,1,0,0.74,0.1424,Bajo,0.513,26,Baja,0.676,1.479,334.85,49.27,71.89,4.7,71.89,-0.227,0
MER0414,Natalia Sánchez,Riobamba,Construcción / Ferretería,5213.01,-1.648724,-78.633583,14,2,Silver,1,American Express,1,25,17,124,5669.84,14092.6,333.52,113.65,3,20,-26.42,-11.27,2,1,0.85,0.3015,Bajo,0.319,32,Alta,0.683,0.711,155.49,12.28,68.04,2.3,680.4,4.139,0
MER0415,Eduardo González,Cuenca,Restaurante / Comida,3657.88,-2.853384,-78.960904,24,1,Silver,0,Ninguna,1,37,19,90,3985.06,9254.7,209.74,102.83,19,18,-21.96,-5.64,12,2,0.83,0.2638,Bajo,0.424,23,Media,0.659,0.824,112.4,21.02,47.82,2.4,47.82,-0.136,0
MER0416,Fernando Flores,Loja,Restaurante / Comida,948.92,-4.036857,-79.167087,2,0,Bronce,1,Mastercard,1,26,7,37,1071.42,2740.22,153.06,74.06,4,16,4.57,9.19,5,0,0.89,0.0556,Bajo,0.601,32,Media,0.871,0.67,56.64,4.04,12.86,4.4,282.92,4.781,0
MER0417,Pedro Romero,Guayaquil,Supermercado / Abarrotes,4359.65,-2.172869,-79.895653,11,0,Silver,1,Visa,1,50,36,96,5176.8,12678.72,143.8,132.07,3,30,-12.82,-6.56,1,1,0.96,0.1703,Bajo,0.231,32,Alta,0.577,1.783,175.36,18.42,62.12,2.8,807.56,4.29,0
MER0418,Beatriz Guerrero,Manta,Tecnología,1050.47,-0.939708,-80.662584,9,0,Silver,1,Mastercard,1,44,19,99,1286.49,5545.98,67.71,56.02,0,15,-8.5,-5.7,0,2,0.7,0.2855,Bajo,0.305,34,Media,0.516,1.052,107.99,29.45,15.44,7.0,231.6,1.327,0
MER0419,Felipe Paredes,Quito,Transporte,3980.62,-0.24802,-78.542291,24,1,Silver,1,Mastercard,1,31,28,115,3770.76,9811.8,134.67,85.32,3,14,-20.96,11.0,1,1,0.74,0.1623,Bajo,0.545,31,Baja,0.714,1.12,194.62,13.58,45.25,4.3,45.25,0.023,0
MER0420,Paola Benítez,Ambato,Supermercado / Abarrotes,3150.32,-1.236697,-78.622791,9,0,Silver,0,Ninguna,1,32,28,82,2959.32,13229.88,105.69,161.34,17,19,0.3,-19.18,10,1,0.55,0.3887,Bajo,0.434,39,Baja,0.581,1.377,136.4,27.17,35.51,3.8,532.65,3.307,0
MER0421,Natalia Sánchez,Babahoyo,Restaurante / Comida,25.99,-1.832141,-79.489662,1,4,Bronce,1,American Express,0,44,9,16,45.0,80.0,5.0,5.0,36,9,-20.15,-11.04,22,1,0.71,0.2573,Alto - Inactivo,0.512,39,Alta,0.914,0.821,14.02,0.14,0.54,26.0,12.42,0.856,0
MER0422,Isabel Herrera,Portoviejo,Tecnología,3920.92,-1.007894,-80.458012,24,1,Silver,0,Ninguna,1,26,28,80,3849.44,11468.0,137.48,143.35,12,15,-43.66,-19.68,8,1,0.42,0.4588,Bajo,0.309,36,Alta,0.671,1.192,138.44,12.03,46.19,3.0,46.19,0.073,1
MER0423,Eduardo Medina,Loja,Tecnología,8329.11,-4.04134,-79.230013,30,1,Gold,1,Visa,0,20,65,206,8917.35,27595.76,137.19,133.96,5,21,-23.71,-5.9,4,4,0.81,0.4882,Bajo,0.453,39,Media,0.694,1.171,351.41,47.26,107.01,3.3,107.01,-0.099,0
MER0424,Mónica Cabrera,Portoviejo,Tecnología,523.08,-1.006018,-80.478466,1,0,Bronce,1,American Express,1,33,7,37,642.74,1964.7,91.82,53.1,6,18,-10.01,2.12,2,1,0.82,0.2434,Bajo,0.414,34,Media,0.647,0.902,40.5,2.42,7.71,5.3,177.33,4.199,0
MER0425,Sebastián Sánchez,Guayaquil,Educación,633.23,-2.167927,-79.920139,12,0,Bronce,1,Mastercard,1,21,9,46,624.06,3510.26,69.34,76.31,2,17,-26.26,-11.08,1,0,0.58,0.3298,Bajo,0.516,31,Alta,0.919,0.816,14.67,12.12,7.49,2.0,89.88,3.648,0
MER0426,Natalia Guerrero,Cuenca,Transporte,3380.41,-2.948702,-79.012016,24,0,Silver,1,Visa,1,37,27,101,3229.2,10368.66,119.6,102.66,1,16,-16.5,-8.13,1,2,0.94,0.2234,Bajo,0.57,28,Alta,0.984,0.784,138.87,19.36,38.75,3.6,38.75,-0.139,0
MER0427,Valeria Flores,Guayaquil,Construcción / Ferretería,5797.05,-2.14766,-79.930516,9,1,Silver,1,Diners Club,1,44,36,117,6437.16,18294.12,178.81,156.36,1,18,-20.93,-23.35,0,0,1.3,0.2053,Bajo,0.484,33,Media,0.731,1.407,145.39,21.06,77.25,1.9,1158.75,7.535,0
MER0428,Luis Pérez,Quito,Restaurante / Comida,5161.6,-0.242089,-78.508166,14,0,Silver,1,Visa,1,40,20,97,4976.4,17882.92,248.82,184.36,1,11,-10.74,13.59,1,0,0.96,0.045,Bajo,0.311,30,Alta,0.673,0.849,107.01,12.74,59.72,1.8,597.2,5.224,0
MER0429,Carmen Chávez,Quito,Restaurante / Comida,843.07,-0.269072,-78.484656,5,0,Bronce,1,Mastercard,1,44,10,34,991.1,2313.36,99.11,68.04,2,16,-16.85,-7.34,1,0,0.81,0.1897,Bajo,0.451,31,Alta,0.841,0.991,72.84,6.18,11.89,6.1,225.91,2.847,0
MER0430,Valeria Torres,Quito,Belleza / Estética,1307.56,-0.262827,-78.529718,5,3,Bronce,1,Mastercard,1,25,10,27,1477.3,3255.39,147.73,120.57,4,10,-38.73,0.89,2,0,0.77,0.2072,Bajo,0.456,18,Alta,0.847,0.984,28.35,2.79,17.73,1.6,336.87,11.587,0
MER0431,Ana Reyes,Guayaquil,Restaurante / Comida,870.47,-2.228195,-79.880539,1,2,Bronce,0,Ninguna,1,35,8,31,991.12,1965.71,123.89,63.41,7,11,-18.58,3.41,3,1,0.66,0.253,Medio,0.331,44,Alta,0.697,0.956,8.77,10.96,11.89,0.7,273.47,27.433,0
MER0432,Sebastián Ortiz,Quito,Tecnología,2844.91,-0.241148,-78.567423,21,0,Silver,0,Ninguna,1,44,30,111,2522.4,10254.18,84.08,92.38,6,22,-27.68,-3.34,7,0,0.67,0.2399,Bajo,0.466,29,Alta,0.859,0.998,165.23,17.96,30.27,5.5,90.81,0.224,1
MER0433,Ana Díaz,Babahoyo,Supermercado / Abarrotes,1215.84,-1.752752,-79.541803,4,0,Bronce,1,Diners Club,1,45,11,36,1107.92,5603.76,100.72,155.66,0,20,-38.48,18.0,0,3,0.93,0.2826,Bajo,0.431,21,Media,0.667,1.374,18.92,6.04,13.3,1.4,266.0,13.101,0
MER0434,Gabriela Ortiz,Riobamba,Restaurante / Comida,1183.18,-1.709705,-78.689512,1,0,Bronce,0,Ninguna,1,28,6,27,993.06,2605.5,165.51,96.5,19,14,-7.58,-10.14,13,1,1.02,0.1651,Medio,0.428,35,Media,0.664,0.753,55.93,16.35,11.92,4.7,274.16,4.025,1
MER0435,Ramón Benítez,Guayaquil,Salud / Farmacia,912.6,-2.230141,-79.846612,11,4,Bronce,1,Visa,1,49,5,34,928.85,2407.88,185.77,70.82,6,17,-16.2,-17.48,6,3,1.18,0.3618,Bajo,0.342,34,Alta,0.71,0.587,53.62,10.27,11.15,4.8,144.95,2.129,0
MER0436,Gloria Aguirre,Machala,Salud / Farmacia,534.74,-3.274132,-79.967409,44,0,Bronce,0,Ninguna,1,44,8,38,600.16,190.0,75.02,5.0,11,14,-23.54,-12.04,12,0,0.7,0.1647,Bajo,0.317,32,Media,0.53,1.258,62.36,3.02,7.2,8.7,7.2,-0.03,0
MER0437,José Ortiz,Guayaquil,Belleza / Estética,7305.24,-2.217777,-79.845789,36,0,Gold,0,Ninguna,1,43,67,214,7278.88,14455.7,108.64,67.55,5,18,-40.52,0.74,2,0,0.91,0.1396,Bajo,0.23,23,Alta,0.576,1.454,352.94,62.58,87.35,4.0,87.35,-0.284,0
MER0438,Valeria Ramírez,Guayaquil,Transporte,1039.06,-2.206956,-79.879727,3,0,Bronce,1,Visa,1,23,9,29,970.92,3618.33,107.88,124.77,0,13,-38.46,-11.65,0,3,0.53,0.47,Bajo,0.364,36,Media,0.587,1.278,37.9,1.92,11.65,3.3,244.65,6.303,0
